date,open,high,low,close,volume
2026-01-01,100.0000,100.0000,99.9207,99.9207,1000000
2026-01-02,99.9207,99.9207,99.0195,99.0195,1000000
2026-01-05,99.0195,99.0546,99.0195,99.0546,1000000
2026-01-06,99.0546,99.0546,98.7808,98.7808,1000000
2026-01-07,98.7808,99.1138,98.7808,99.1138,1000000
2026-01-08,99.1138,99.1138,98.8741,98.8741,1000000
2026-01-09,98.8741,100.0930,98.8741,100.0930,1000000
2026-01-12,100.0930,101.4098,100.0930,101.4098,1000000
2026-01-13,101.4098,101.4098,100.6037,100.6037,1000000
2026-01-14,100.6037,100.7081,100.6037,100.7081,1000000
2026-01-15,100.7081,100.7081,99.6504,99.6504,1000000
2026-01-16,99.6504,99.6504,99.4701,99.4701,1000000
2026-01-19,99.4701,101.1191,99.4701,101.1191,1000000
2026-01-20,101.1191,101.5968,101.1191,101.5968,1000000
2026-01-21,101.5968,102.4041,101.5968,102.4041,1000000
2026-01-22,102.4041,103.7921,102.4041,103.7921,1000000
2026-01-23,103.7921,104.5713,103.7921,104.5713,1000000
2026-01-26,104.5713,104.5713,103.8225,103.8225,1000000
2026-01-27,103.8225,103.8225,103.8011,103.8011,1000000
2026-01-28,103.8011,103.8376,103.8011,103.8376,1000000
2026-01-29,103.8376,103.8376,103.0917,103.0917,1000000
2026-01-30,103.0917,104.0421,103.0917,104.0421,1000000
2026-02-02,104.0421,104.0421,103.3441,103.3441,1000000
2026-02-03,103.3441,104.8304,103.3441,104.8304,1000000
2026-02-04,104.8304,104.8304,103.8516,103.8516,1000000
2026-02-05,103.8516,103.8516,103.4651,103.4651,1000000
2026-02-06,103.4651,104.4165,103.4651,104.4165,1000000
2026-02-09,104.4165,104.9803,104.4165,104.9803,1000000
2026-02-11,105.4238,105.4238,104.9066,104.9066,1000000
2026-02-12,104.9066,105.5284,104.9066,105.5284,1000000
2026-02-13,105.5284,105.5284,105.1041,105.1041,1000000
2026-02-16,105.1041,105.3369,105.1041,105.3369,1000000
2026-02-17,105.3369,105.9719,105.3369,105.9719,1000000
2026-02-18,105.9719,105.9719,104.6120,104.6120,1000000
2026-02-19,104.6120,105.4766,104.6120,105.4766,1000000
2026-02-20,105.4766,105.6276,105.4766,105.6276,1000000
2026-02-23,105.6276,106.4790,105.6276,106.4790,1000000
2026-02-24,106.4790,106.6604,106.4790,106.6604,1000000
2026-02-25,106.6604,107.9853,106.6604,107.9853,1000000
2026-02-26,107.9853,107.9853,107.9340,107.9340,1000000
2026-02-27,107.9340,108.3151,107.9340,108.3151,1000000
