date,open,high,low,close,volume
2026-01-01,40.0000,43.2305,40.0000,43.2305,1581900
2026-01-02,43.2305,45.6655,43.2305,45.6655,1391700
2026-01-03,45.6655,49.0292,45.6655,49.0292,4059200
2026-01-04,49.0292,49.0292,47.7968,47.7968,65400
2026-01-05,47.7968,48.2536,47.7968,48.2536,3270500
2026-01-06,48.2536,48.2536,44.6458,44.6458,1646000
2026-01-07,44.6458,47.8943,44.6458,47.8943,2789000
2026-01-08,47.8943,48.6259,47.8943,48.6259,308100
2026-01-09,48.6259,48.6259,48.3906,48.3906,4787500
2026-01-10,48.3906,49.4275,48.3906,49.4275,1122600
2026-01-11,49.4275,52.5821,49.4275,52.5821,2541100
2026-01-12,52.5821,53.3988,52.5821,53.3988,595000
2026-01-13,53.3988,53.4145,53.3988,53.4145,721000
2026-01-14,53.4145,58.0626,53.4145,58.0626,2176700
2026-01-15,58.0626,60.8438,58.0626,60.8438,167200
2026-01-16,60.8438,63.5062,60.8438,63.5062,1485300
2026-01-17,63.5062,64.5468,63.5062,64.5468,3809000
2026-01-18,64.5468,64.5468,62.6967,62.6967,521900
2026-01-19,62.6967,62.6967,61.6801,61.6801,698100
2026-01-20,61.6801,63.4430,61.6801,63.4430,3961100
2026-01-21,63.4430,63.4430,60.7792,60.7792,2827000
2026-01-22,60.7792,60.7792,57.0304,57.0304,4403700
2026-01-23,57.0304,57.0304,54.6146,54.6146,1334900
2026-01-24,54.6146,54.6146,52.1697,52.1697,2249400
2026-01-25,52.1697,52.1697,51.7202,51.7202,3954200
2026-01-26,51.7202,52.2228,51.7202,52.2228,3321300
2026-01-27,52.2228,52.8523,52.2228,52.8523,2570500
2026-01-28,52.8523,54.0558,52.8523,54.0558,1043100
2026-01-29,54.0558,55.5677,54.0558,55.5677,3951200
2026-01-30,55.5677,58.0967,55.5677,58.0967,184700
2026-01-31,58.0967,59.4997,58.0967,59.4997,2247100
2026-02-01,59.4997,59.5274,59.4997,59.5274,219300
2026-02-02,59.5274,63.6555,59.5274,63.6555,1484100
2026-02-03,63.6555,65.1630,63.6555,65.1630,3458500
2026-02-04,65.1630,65.9524,65.1630,65.9524,4389300
2026-02-05,65.9524,65.9524,63.9367,63.9367,3912900
2026-02-06,63.9367,66.0115,63.9367,66.0115,4993400
2026-02-07,66.0115,69.1135,66.0115,69.1135,163200
2026-02-08,69.1135,70.4768,69.1135,70.4768,4442900
2026-02-09,70.4768,70.4768,68.6468,68.6468,1590000
2026-02-10,68.6468,74.8347,68.6468,74.8347,2450700
2026-02-11,74.8347,74.8347,73.8223,73.8223,3704800
2026-02-12,73.8223,73.8223,73.5917,73.5917,4078800
2026-02-13,73.5917,73.5917,71.8689,71.8689,2919900
2026-02-14,71.8689,74.1424,71.8689,74.1424,2435000
2026-02-15,74.1424,74.8250,74.1424,74.8250,4558900
2026-02-16,74.8250,74.8250,74.6986,74.6986,2171000
2026-02-17,74.6986,78.2675,74.6986,78.2675,2175800
2026-02-18,78.2675,79.1379,78.2675,79.1379,4550900
2026-02-19,79.1379,79.1379,77.7169,77.7169,1120100
2026-02-20,77.7169,80.1329,77.7169,80.1329,283900
2026-02-21,80.1329,83.3790,80.1329,83.3790,10900
2026-02-22,83.3790,85.4299,83.3790,85.4299,2795300
2026-02-23,85.4299,85.4299,82.0005,82.0005,3644500
2026-02-24,82.0005,82.0005,78.4774,78.4774,2609700
2026-02-25,78.4774,80.1466,78.4774,80.1466,3297900
2026-02-26,80.1466,81.0590,80.1466,81.0590,2347500
2026-02-27,81.0590,81.0590,78.0746,78.0746,4947700
2026-02-28,78.0746,78.0746,77.1313,77.1313,3625500
2026-03-01,77.1313,77.1313,72.8427,72.8427,1279600
2026-03-02,72.8427,73.7949,72.8427,73.7949,3918900
2026-03-03,73.7949,74.9563,73.7949,74.9563,2176800
2026-03-04,74.9563,76.3321,74.9563,76.3321,4364800
2026-03-05,76.3321,76.3321,75.5185,75.5185,2158600
2026-03-06,75.5185,75.5185,75.3323,75.3323,3564900
2026-03-07,75.3323,75.3323,75.2631,75.2631,2597100
2026-03-08,75.2631,81.0795,75.2631,81.0795,4785200
2026-03-09,81.0795,81.0795,79.9749,79.9749,810000
2026-03-10,79.9749,79.9749,77.9532,77.9532,2953300
2026-03-11,77.9532,81.0218,77.9532,81.0218,36900
2026-03-12,81.0218,88.0684,81.0218,88.0684,2955300
2026-03-13,88.0684,89.5997,88.0684,89.5997,3861600
2026-03-14,89.5997,92.1399,89.5997,92.1399,1336800
2026-03-15,92.1399,92.1399,88.0745,88.0745,2947700
2026-03-16,88.0745,88.0745,86.0847,86.0847,4880300
2026-03-17,86.0847,86.0847,85.0623,85.0623,90700
2026-03-18,85.0623,87.3370,85.0623,87.3370,732800
2026-03-19,87.3370,87.3370,84.4205,84.4205,2386700
2026-03-20,84.4205,87.2250,84.4205,87.2250,4632200
2026-03-21,87.2250,87.5592,87.2250,87.5592,2001500
2026-03-22,87.5592,89.6019,87.5592,89.6019,4921500
2026-03-23,89.6019,91.6711,89.6019,91.6711,4034300
2026-03-24,91.6711,91.6711,88.8399,88.8399,1337300
2026-03-25,88.8399,88.8399,87.8968,87.8968,910300
2026-03-26,87.8968,87.8968,86.9852,86.9852,3367400
2026-03-27,86.9852,87.7359,86.9852,87.7359,2292900
2026-03-28,87.7359,91.1252,87.7359,91.1252,4227500
2026-03-29,91.1252,91.1252,87.6846,87.6846,725500
2026-03-30,87.6846,87.6846,85.1472,85.1472,4705500
2026-03-31,85.1472,86.8067,85.1472,86.8067,3996500
2026-04-01,86.8067,86.8067,84.7217,84.7217,1466900
2026-04-02,84.7217,84.8470,84.7217,84.8470,3879500
2026-04-03,84.8470,86.4895,84.8470,86.4895,837400
2026-04-04,86.4895,86.4895,83.8773,83.8773,2482500
2026-04-05,83.8773,85.3056,83.8773,85.3056,2860700
2026-04-06,85.3056,87.4121,85.3056,87.4121,2087100
2026-04-07,87.4121,87.9311,87.4121,87.9311,3146900
2026-04-08,87.9311,87.9311,87.7246,87.7246,2714300
2026-04-09,87.7246,87.8369,87.7246,87.8369,1329500
2026-04-10,87.8369,91.9913,87.8369,91.9913,780500
2026-04-11,91.9913,91.9913,91.1571,91.1571,1622000
2026-04-12,91.1571,91.6679,91.1571,91.6679,1253500
2026-04-13,91.6679,91.6679,91.4688,91.4688,4597600
2026-04-14,91.4688,91.4688,78.3919,78.3919,3157500
2026-04-15,78.3919,78.3919,72.0115,72.0115,3768900
2026-04-16,72.0115,72.0115,67.0020,67.0020,1322900
2026-04-17,67.0020,68.9298,67.0020,68.9298,1946400
