date,open,high,low,close,volume
2026-01-01,100.0000,100.0000,98.6662,98.6662,2577300
2026-01-02,98.6662,98.6662,97.5287,97.5287,376800
2026-01-05,97.5287,97.5287,97.3890,97.3890,2199800
2026-01-06,97.3890,97.4801,97.3890,97.4801,674400
2026-01-07,97.4801,98.4245,97.4801,98.4245,1949100
2026-01-08,98.4245,98.4245,97.7501,97.7501,4548600
2026-01-09,97.7501,98.4254,97.7501,98.4254,4836300
2026-01-12,98.4254,98.4254,98.3977,98.3977,4545400
2026-01-13,98.3977,98.9369,98.3977,98.9369,1926800
2026-01-14,98.9369,98.9369,98.3502,98.3502,4658400
2026-01-15,98.3502,98.3502,96.4936,96.4936,3078300
2026-01-16,96.4936,96.9964,96.4936,96.9964,2329400
2026-01-19,96.9964,98.3980,96.9964,98.3980,1525600
2026-01-20,98.3980,98.3980,96.5524,96.5524,2055100
2026-01-21,96.5524,96.5524,96.4132,96.4132,3591100
2026-01-22,96.4132,96.4132,96.1925,96.1925,4320900
2026-01-23,96.1925,96.6493,96.1925,96.6493,4932800
2026-01-26,96.6493,96.6493,95.8920,95.8920,3107000
2026-01-27,95.8920,96.1181,95.8920,96.1181,3790500
2026-01-28,96.1181,96.9905,96.1181,96.9905,2881500
2026-01-29,96.9905,97.8933,96.9905,97.8933,4990300
2026-01-30,97.8933,99.1589,97.8933,99.1589,2106300
2026-02-02,99.1589,99.1589,96.9370,96.9370,1304200
2026-02-03,96.9370,97.5751,96.9370,97.5751,3191700
2026-02-04,97.5751,97.5751,97.4169,97.4169,1912600
2026-02-05,97.4169,97.8390,97.4169,97.8390,4441100
2026-02-06,97.8390,97.8390,97.6860,97.6860,4475400
2026-02-09,97.6860,98.4350,97.6860,98.4350,1550300
2026-02-10,98.4350,98.4350,98.0846,98.0846,1564600
2026-02-11,98.0846,98.0846,95.9745,95.9745,2546100
2026-02-12,95.9745,95.9745,95.4155,95.4155,28900
2026-02-13,95.4155,95.4155,94.0897,94.0897,2684200
2026-02-16,94.0897,95.3144,94.0897,95.3144,4425900
2026-02-17,95.3144,95.3144,94.4138,94.4138,2298600
2026-02-18,94.4138,94.4138,93.7515,93.7515,2071100
2026-02-19,93.7515,94.3346,93.7515,94.3346,2786100
2026-02-20,94.3346,95.0543,94.3346,95.0543,1318000
2026-02-23,95.0543,95.0543,94.4540,94.4540,191200
2026-02-24,94.4540,94.4540,94.4327,94.4327,4558100
2026-02-25,94.4327,94.4327,91.3160,91.3160,3078300
2026-02-26,91.3160,91.4634,91.3160,91.4634,2694300
2026-02-27,91.4634,92.9587,91.4634,92.9587,4443100
2026-03-02,92.9587,92.9587,92.7830,92.7830,2013000
2026-03-03,92.7830,93.3298,92.7830,93.3298,4521500
2026-03-04,93.3298,94.1768,93.3298,94.1768,893000
2026-03-05,94.1768,94.1768,92.2922,92.2922,966100
2026-03-06,92.2922,92.2922,91.1010,91.1010,1262400
2026-03-09,91.1010,93.5573,91.1010,93.5573,3523600
2026-03-10,93.5573,93.5573,93.4321,93.4321,3722800
2026-03-11,93.4321,94.1805,93.4321,94.1805,1681000
2026-03-12,94.1805,96.0739,94.1805,96.0739,2369600
2026-03-13,96.0739,96.0739,93.4275,93.4275,599200
2026-03-16,93.4275,94.7246,93.4275,94.7246,3979800
2026-03-17,94.7246,94.7246,94.4118,94.4118,336800
2026-03-18,94.4118,94.7647,94.4118,94.7647,132600
2026-03-19,94.7647,94.7647,94.4084,94.4084,2774100
2026-03-20,94.4084,94.4084,93.9967,93.9967,825900
2026-03-23,93.9967,95.2366,93.9967,95.2366,67300
2026-03-24,95.2366,95.2366,93.3630,93.3630,1439400
2026-03-25,93.3630,94.8351,93.3630,94.8351,1915900
2026-03-26,94.8351,94.8351,94.7530,94.7530,1113100
2026-03-27,94.7530,96.4242,94.7530,96.4242,1634200
2026-03-30,96.4242,97.2582,96.4242,97.2582,4408900
2026-03-31,97.2582,97.2582,96.3343,96.3343,2232900
2026-04-01,96.3343,96.3675,96.3343,96.3675,1807500
2026-04-02,96.3675,96.3675,95.6535,95.6535,70000
2026-04-03,95.6535,95.6535,95.5269,95.5269,2737100
2026-04-06,95.5269,95.5269,93.6618,93.6618,1991900
2026-04-07,93.6618,93.6618,93.0797,93.0797,1407800
2026-04-08,93.0797,93.0797,92.6037,92.6037,4077100
2026-04-09,92.6037,93.6765,92.6037,93.6765,284300
2026-04-10,93.6765,95.2786,93.6765,95.2786,4131300
2026-04-13,95.2786,95.2786,95.2546,95.2546,1977900
2026-04-14,95.2546,95.5328,95.2546,95.5328,1383500
2026-04-15,95.5328,95.5328,94.2118,94.2118,1589100
2026-04-16,94.2118,95.5333,94.2118,95.5333,957600
2026-04-17,95.5333,95.5333,93.7256,93.7256,4073600
2026-04-20,93.7256,94.4684,93.7256,94.4684,3635800
2026-04-21,94.4684,95.7577,94.4684,95.7577,4877800
2026-04-22,95.7577,95.9183,95.7577,95.9183,349400
2026-04-23,95.9183,95.9183,95.5811,95.5811,849200
2026-04-24,95.5811,96.2656,95.5811,96.2656,561300
